RespondentID,Department,Region,Tenure,Q1. I feel valued at work,Q2. My manager supports my growth,Q3. Workload is sustainable,Q4. I have the tools I need,Q5. I understand company strategy,Q6. I can be my authentic self,Q7. I would recommend us as a place to work,Q8. I see a path to grow here,What_is_working,What_to_improve
R0480,Marketing,EMEA,1-3y,4,2,3,2,5,3,4,5,Flexible hours help a lot.,On-call load is heavy this quarter.
R0481,Engineering,NA,3-5y,3,4,4,2,3,3,3,2,Flexible hours help a lot.,Compensation lags the market.
R0482,Sales,NA,<1y,2,4,3,2,1,3,3,2,Interesting technical challenges.,Compensation lags the market.
R0483,Marketing,EMEA,1-3y,5,4,2,3,5,5,3,5,I learn something new every week.,Cross-team handoffs are slow.
R0484,Sales,EMEA,3-5y,3,3,3,5,4,2,2,4,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0485,Product,LATAM,5y+,5,5,3,5,3,4,4,3,Interesting technical challenges.,Compensation lags the market.
R0486,Finance,LATAM,1-3y,4,4,4,4,4,4,5,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0487,Engineering,LATAM,3-5y,4,3,4,2,3,3,4,3,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0488,People,LATAM,<1y,5,3,3,4,3,4,4,4,Flexible hours help a lot.,Career paths are unclear.
R0489,Customer Success,LATAM,1-3y,5,4,4,4,5,4,4,4,Managers actually listen.,Promotion process feels opaque.
R0490,Sales,EMEA,1-3y,4,5,4,3,3,5,2,3,Flexible hours help a lot.,Promotion process feels opaque.
R0491,Operations,LATAM,1-3y,3,3,3,3,4,3,4,4,I learn something new every week.,Career paths are unclear.
R0492,Product,EMEA,1-3y,4,4,3,4,4,3,3,3,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0493,Customer Success,LATAM,3-5y,3,3,4,4,5,4,3,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0494,Customer Success,LATAM,3-5y,3,4,4,3,4,2,5,4,Flexible hours help a lot.,Tooling is fragmented.
R0495,Customer Success,NA,<1y,4,4,4,4,4,3,5,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0496,Sales,LATAM,3-5y,3,4,4,2,4,3,4,3,Interesting technical challenges.,Compensation lags the market.
R0497,Marketing,EMEA,3-5y,5,5,3,4,4,4,3,4,Leadership is transparent in town halls.,Tooling is fragmented.
R0498,Marketing,LATAM,1-3y,4,3,4,2,5,4,3,5,Strong onboarding buddy program.,Tooling is fragmented.
R0499,People,NA,1-3y,4,4,3,3,3,5,4,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0500,Finance,LATAM,<1y,4,3,5,2,4,5,4,4,Strong onboarding buddy program.,Promotion process feels opaque.
R0501,Product,LATAM,1-3y,4,5,4,4,4,3,3,3,Strong onboarding buddy program.,Career paths are unclear.
R0502,Customer Success,EMEA,1-3y,4,4,3,3,5,5,4,4,"Good customers, meaningful work.",Career paths are unclear.
R0503,Customer Success,EMEA,1-3y,3,4,5,3,4,3,3,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0504,Finance,NA,3-5y,5,4,3,4,2,3,4,3,Managers actually listen.,Tooling is fragmented.
R0505,Marketing,LATAM,5y+,4,4,4,5,4,2,4,4,Flexible hours help a lot.,Career paths are unclear.
R0506,Marketing,APAC,3-5y,4,4,3,5,3,4,3,5,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0507,People,NA,3-5y,5,5,4,4,5,5,4,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R0508,People,LATAM,5y+,4,4,4,5,3,4,5,4,Great teammates and a real mission.,Tooling is fragmented.
R0509,Finance,NA,<1y,4,2,3,4,5,3,4,4,Interesting technical challenges.,Compensation lags the market.
R0510,Engineering,APAC,<1y,4,3,4,3,3,3,4,3,Flexible hours help a lot.,Tooling is fragmented.
R0511,Engineering,LATAM,<1y,3,4,2,2,4,4,2,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0512,Product,NA,3-5y,4,5,4,3,5,5,3,4,Flexible hours help a lot.,Tooling is fragmented.
R0513,Finance,EMEA,5y+,4,3,3,5,4,3,3,2,I learn something new every week.,Career paths are unclear.
R0514,Operations,APAC,<1y,2,2,2,3,5,3,2,3,I learn something new every week.,Compensation lags the market.
R0515,Operations,NA,3-5y,4,5,3,3,3,2,4,3,Flexible hours help a lot.,Promotion process feels opaque.
R0516,Product,NA,<1y,3,3,4,4,3,3,3,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0517,Marketing,APAC,3-5y,3,4,3,3,2,5,3,3,"Good customers, meaningful work.",Promotion process feels opaque.
R0518,People,APAC,5y+,4,3,3,3,2,5,5,3,"Good customers, meaningful work.",Career paths are unclear.
R0519,Sales,LATAM,1-3y,1,4,3,2,3,3,4,5,Interesting technical challenges.,"Too many meetings, not enough focus time."
R0520,People,EMEA,1-3y,4,4,4,4,4,4,3,5,Leadership is transparent in town halls.,Compensation lags the market.
R0521,Finance,LATAM,3-5y,4,4,4,5,4,4,4,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0522,Engineering,LATAM,<1y,4,5,3,4,4,3,3,5,I learn something new every week.,Career paths are unclear.
R0523,Finance,LATAM,3-5y,2,3,5,1,5,2,4,5,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0524,Engineering,EMEA,1-3y,3,3,5,3,3,3,5,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R0525,People,NA,5y+,5,2,3,5,4,5,3,3,I learn something new every week.,On-call load is heavy this quarter.
R0526,Operations,LATAM,3-5y,2,4,4,1,4,3,4,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0527,Finance,EMEA,1-3y,5,4,4,3,3,2,4,5,Interesting technical challenges.,On-call load is heavy this quarter.
R0528,Customer Success,APAC,5y+,4,5,4,4,3,5,3,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0529,Product,APAC,3-5y,4,4,3,3,3,4,3,2,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0530,Finance,APAC,1-3y,2,5,4,4,5,3,5,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0531,Engineering,LATAM,<1y,4,3,5,4,5,3,4,4,Flexible hours help a lot.,Promotion process feels opaque.
R0532,Product,NA,<1y,4,3,5,3,4,4,3,3,Great teammates and a real mission.,Compensation lags the market.
R0533,Operations,LATAM,3-5y,1,2,3,4,3,2,4,1,I learn something new every week.,Promotion process feels opaque.
R0534,Engineering,APAC,3-5y,2,3,3,4,3,4,4,3,Leadership is transparent in town halls.,Compensation lags the market.
R0535,People,NA,3-5y,5,4,3,5,5,4,4,4,Flexible hours help a lot.,Promotion process feels opaque.
R0536,Operations,APAC,3-5y,3,3,3,4,3,3,2,2,"Good customers, meaningful work.",Compensation lags the market.
R0537,Sales,EMEA,<1y,4,3,3,4,1,4,3,2,Flexible hours help a lot.,Cross-team handoffs are slow.
R0538,Engineering,LATAM,1-3y,5,3,2,2,5,3,4,3,Managers actually listen.,Promotion process feels opaque.
R0539,Product,APAC,<1y,5,3,5,3,4,2,3,4,I learn something new every week.,Not enough headcount for the roadmap.
R0540,Sales,NA,<1y,5,4,3,5,2,5,2,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0541,Marketing,EMEA,5y+,3,3,4,4,2,4,5,3,Managers actually listen.,Cross-team handoffs are slow.
R0542,Engineering,EMEA,<1y,4,4,3,4,3,3,3,3,Great teammates and a real mission.,Promotion process feels opaque.
R0543,Finance,NA,1-3y,3,4,3,5,4,4,2,2,Great teammates and a real mission.,Cross-team handoffs are slow.
R0544,People,EMEA,5y+,3,3,4,4,4,4,3,4,I learn something new every week.,Promotion process feels opaque.
R0545,Sales,APAC,3-5y,4,3,3,4,4,2,3,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R0546,Finance,APAC,<1y,5,4,5,4,5,4,4,2,Flexible hours help a lot.,Career paths are unclear.
R0547,Sales,NA,<1y,4,4,4,4,3,4,3,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0548,Sales,APAC,5y+,2,2,4,3,2,5,2,2,Managers actually listen.,"Too many meetings, not enough focus time."
R0549,People,NA,5y+,3,3,4,4,5,3,4,4,Interesting technical challenges.,"Too many meetings, not enough focus time."
R0550,Sales,NA,3-5y,3,4,3,3,3,3,4,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0551,Marketing,LATAM,<1y,4,4,2,4,3,3,3,3,Flexible hours help a lot.,Promotion process feels opaque.
R0552,Product,LATAM,1-3y,3,3,2,3,5,4,3,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0553,Product,NA,3-5y,3,3,3,4,5,3,5,2,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0554,People,NA,<1y,4,4,4,3,3,4,3,5,Great teammates and a real mission.,Cross-team handoffs are slow.
R0555,Product,APAC,1-3y,2,5,4,4,3,3,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0556,Sales,LATAM,5y+,3,3,3,5,3,3,4,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0557,Operations,LATAM,3-5y,4,3,3,4,3,4,4,3,Flexible hours help a lot.,On-call load is heavy this quarter.
R0558,Operations,NA,3-5y,3,3,1,4,3,5,2,3,I learn something new every week.,"Too many meetings, not enough focus time."
R0559,Sales,LATAM,5y+,3,4,5,3,4,2,3,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0560,Sales,APAC,5y+,4,3,4,3,2,4,3,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0561,Product,APAC,1-3y,4,2,3,5,5,4,2,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0562,Sales,LATAM,5y+,4,4,3,2,4,3,2,3,I learn something new every week.,Tooling is fragmented.
R0563,People,APAC,3-5y,4,4,5,4,4,4,4,4,Great teammates and a real mission.,Promotion process feels opaque.
R0564,Finance,LATAM,<1y,5,3,2,2,4,5,4,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0565,Finance,LATAM,1-3y,3,3,4,3,2,3,4,4,Managers actually listen.,Tooling is fragmented.
R0566,Product,LATAM,3-5y,4,4,2,3,2,3,3,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R0567,Marketing,EMEA,5y+,5,4,3,5,4,5,3,4,"Good customers, meaningful work.",Tooling is fragmented.
R0568,Finance,NA,1-3y,2,3,4,2,4,4,5,5,Great teammates and a real mission.,Cross-team handoffs are slow.
R0569,People,LATAM,5y+,3,3,5,4,5,4,2,5,Strong onboarding buddy program.,Tooling is fragmented.
R0570,People,APAC,5y+,4,4,4,3,3,3,3,5,Strong onboarding buddy program.,Tooling is fragmented.
R0571,Product,APAC,<1y,3,3,4,3,3,4,5,4,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0572,Operations,EMEA,1-3y,4,3,4,5,4,4,2,2,Interesting technical challenges.,Not enough headcount for the roadmap.
R0573,People,APAC,<1y,4,5,4,1,3,4,4,2,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0574,Customer Success,EMEA,<1y,4,5,3,4,4,3,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0575,Product,NA,3-5y,2,3,4,3,3,4,3,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0576,Marketing,EMEA,5y+,4,5,4,5,3,3,2,3,Managers actually listen.,Cross-team handoffs are slow.
R0577,Customer Success,EMEA,5y+,4,3,5,3,5,5,4,4,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0578,Product,APAC,3-5y,4,3,4,2,3,5,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0579,Product,NA,1-3y,5,4,5,4,3,3,5,4,Strong onboarding buddy program.,Tooling is fragmented.
R0580,People,APAC,5y+,3,5,4,3,4,5,5,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R0581,Marketing,APAC,1-3y,3,4,4,4,4,5,4,5,"Good customers, meaningful work.",Career paths are unclear.
R0582,Finance,APAC,1-3y,2,5,5,4,4,3,4,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0583,Operations,NA,5y+,2,2,4,4,4,2,4,5,Great teammates and a real mission.,Career paths are unclear.
R0584,Marketing,EMEA,5y+,3,5,3,4,5,5,4,5,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0585,Customer Success,APAC,5y+,4,3,4,5,3,4,5,3,Great teammates and a real mission.,Cross-team handoffs are slow.
R0586,Operations,NA,3-5y,1,3,3,3,4,2,3,4,I learn something new every week.,Tooling is fragmented.
R0587,Customer Success,EMEA,<1y,5,3,5,4,4,4,4,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0588,People,NA,<1y,5,4,4,4,5,4,4,4,Leadership is transparent in town halls.,Tooling is fragmented.
R0589,Finance,NA,1-3y,3,4,3,2,4,1,3,3,"Good customers, meaningful work.",Tooling is fragmented.
R0590,Product,APAC,<1y,4,3,4,3,2,3,4,3,Interesting technical challenges.,Career paths are unclear.
R0591,People,APAC,5y+,4,3,2,5,3,4,3,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R0592,Customer Success,NA,<1y,5,4,5,4,4,3,3,5,Leadership is transparent in town halls.,Career paths are unclear.
R0593,Customer Success,NA,1-3y,4,4,3,5,4,4,5,3,Flexible hours help a lot.,Promotion process feels opaque.
R0594,Sales,EMEA,<1y,4,3,3,4,4,5,2,4,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0595,People,APAC,3-5y,3,4,5,4,4,5,5,4,Interesting technical challenges.,Cross-team handoffs are slow.
R0596,People,EMEA,3-5y,3,4,3,4,4,5,2,4,Interesting technical challenges.,Tooling is fragmented.
R0597,Product,EMEA,1-3y,2,4,4,2,3,3,3,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0598,Product,APAC,<1y,3,4,3,3,2,3,5,4,Interesting technical challenges.,Compensation lags the market.
R0599,Marketing,NA,1-3y,4,4,3,3,5,4,4,4,Leadership is transparent in town halls.,Career paths are unclear.
R0600,Finance,LATAM,3-5y,3,5,5,4,4,4,4,2,I learn something new every week.,Not enough headcount for the roadmap.
R0601,People,LATAM,1-3y,5,4,4,3,5,3,3,3,I learn something new every week.,Promotion process feels opaque.
R0602,Operations,NA,5y+,2,5,3,3,4,3,4,2,I learn something new every week.,"Too many meetings, not enough focus time."
R0603,Sales,LATAM,3-5y,4,3,2,4,4,2,2,3,Strong onboarding buddy program.,Tooling is fragmented.
R0604,Marketing,APAC,3-5y,3,4,3,4,3,2,2,4,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0605,Marketing,APAC,5y+,1,3,4,5,3,4,4,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0606,People,NA,1-3y,5,3,4,5,4,4,3,5,Great teammates and a real mission.,Promotion process feels opaque.
R0607,Sales,NA,5y+,4,4,3,3,3,4,5,4,Strong onboarding buddy program.,Promotion process feels opaque.
R0608,Customer Success,EMEA,<1y,5,2,3,4,3,5,3,4,Interesting technical challenges.,Cross-team handoffs are slow.
R0609,Customer Success,NA,<1y,4,4,5,4,4,5,4,4,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0610,Sales,EMEA,1-3y,2,4,4,2,4,3,3,4,"Good customers, meaningful work.",Career paths are unclear.
R0611,People,EMEA,5y+,4,3,5,4,3,5,5,4,Strong onboarding buddy program.,Tooling is fragmented.
R0612,Marketing,LATAM,<1y,5,4,3,5,4,3,4,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0613,Product,NA,3-5y,2,3,2,4,3,3,1,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R0614,Product,NA,<1y,3,3,3,3,2,4,2,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0615,Sales,APAC,1-3y,3,3,2,2,3,4,1,2,Flexible hours help a lot.,Tooling is fragmented.
R0616,Engineering,EMEA,5y+,4,4,5,4,3,5,3,3,Managers actually listen.,"Too many meetings, not enough focus time."
R0617,People,EMEA,3-5y,2,3,5,4,5,4,5,4,Interesting technical challenges.,Compensation lags the market.
R0618,Sales,APAC,1-3y,2,1,3,5,3,3,5,3,Flexible hours help a lot.,Promotion process feels opaque.
R0619,Marketing,LATAM,<1y,3,4,5,3,3,5,5,4,"Good customers, meaningful work.",Compensation lags the market.
R0620,People,LATAM,5y+,2,4,3,4,4,4,5,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0621,Sales,NA,5y+,3,3,5,1,4,3,3,4,"Good customers, meaningful work.",Tooling is fragmented.
R0622,Customer Success,LATAM,5y+,3,4,4,5,5,2,4,2,Leadership is transparent in town halls.,Career paths are unclear.
R0623,Product,EMEA,1-3y,3,2,2,4,3,4,1,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0624,Sales,APAC,3-5y,4,3,2,2,4,4,2,5,I learn something new every week.,Not enough headcount for the roadmap.
R0625,Marketing,LATAM,3-5y,4,4,3,2,3,4,4,4,Interesting technical challenges.,Tooling is fragmented.
R0626,Marketing,APAC,3-5y,5,3,2,3,4,2,3,5,Great teammates and a real mission.,Cross-team handoffs are slow.
R0627,Customer Success,APAC,5y+,3,5,4,3,5,3,3,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R0628,Product,EMEA,5y+,5,4,4,4,4,4,3,2,I learn something new every week.,Career paths are unclear.
R0629,Customer Success,LATAM,1-3y,2,4,4,4,3,3,5,5,I learn something new every week.,Tooling is fragmented.
R0630,Marketing,NA,5y+,5,4,4,3,5,2,3,5,Great teammates and a real mission.,Compensation lags the market.
R0631,Customer Success,APAC,<1y,5,5,5,5,5,5,3,5,Strong onboarding buddy program.,Tooling is fragmented.
R0632,People,APAC,<1y,3,3,3,3,5,3,5,5,I learn something new every week.,Cross-team handoffs are slow.
R0633,Marketing,EMEA,1-3y,3,3,5,4,3,3,2,2,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0634,Engineering,NA,1-3y,4,4,2,4,4,4,2,3,"Good customers, meaningful work.",Promotion process feels opaque.
R0635,Sales,NA,3-5y,4,3,3,2,4,3,5,5,Leadership is transparent in town halls.,Promotion process feels opaque.
R0636,Marketing,APAC,3-5y,3,3,1,3,3,4,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0637,Customer Success,LATAM,5y+,5,4,1,4,4,4,4,2,I learn something new every week.,On-call load is heavy this quarter.
R0638,Marketing,EMEA,3-5y,4,1,4,2,4,2,3,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0639,Engineering,LATAM,1-3y,3,2,3,3,4,4,3,3,Great teammates and a real mission.,Career paths are unclear.
R0640,Marketing,APAC,3-5y,3,2,4,4,5,3,5,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R0641,People,NA,<1y,2,4,4,3,3,5,5,2,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0642,Customer Success,EMEA,1-3y,3,5,4,2,4,5,4,4,I learn something new every week.,"Too many meetings, not enough focus time."
R0643,Operations,EMEA,5y+,2,4,3,3,3,3,3,4,I learn something new every week.,Promotion process feels opaque.
R0644,Customer Success,NA,3-5y,5,4,3,4,4,3,3,4,Managers actually listen.,Career paths are unclear.
R0645,Sales,EMEA,5y+,3,2,4,3,4,3,3,2,Managers actually listen.,Promotion process feels opaque.
R0646,People,EMEA,5y+,3,3,4,4,3,4,5,5,Great teammates and a real mission.,Promotion process feels opaque.
R0647,Marketing,NA,5y+,4,4,4,3,5,4,3,4,Great teammates and a real mission.,Compensation lags the market.
R0648,Sales,EMEA,<1y,3,4,5,3,3,4,3,3,I learn something new every week.,Career paths are unclear.
R0649,Customer Success,LATAM,5y+,3,4,4,3,4,2,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0650,Customer Success,EMEA,3-5y,3,4,4,2,5,4,5,5,I learn something new every week.,Career paths are unclear.
R0651,Customer Success,NA,<1y,4,4,3,5,4,5,2,5,Great teammates and a real mission.,Promotion process feels opaque.
R0652,People,LATAM,<1y,3,3,4,3,4,5,4,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0653,Sales,EMEA,<1y,5,3,4,1,2,2,4,3,Managers actually listen.,Compensation lags the market.
R0654,Customer Success,LATAM,<1y,2,3,3,3,3,4,3,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0655,People,EMEA,<1y,5,4,5,4,4,2,4,5,"Good customers, meaningful work.",Compensation lags the market.
R0656,Operations,APAC,<1y,3,4,2,2,4,2,4,4,Interesting technical challenges.,Promotion process feels opaque.
R0657,Engineering,APAC,5y+,4,3,5,5,5,4,5,4,Interesting technical challenges.,Career paths are unclear.
R0658,Marketing,LATAM,<1y,3,4,4,5,2,3,2,3,Strong onboarding buddy program.,Career paths are unclear.
R0659,Engineering,LATAM,1-3y,3,4,3,5,4,4,4,4,Managers actually listen.,Promotion process feels opaque.
R0660,People,EMEA,3-5y,4,5,5,5,5,4,4,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0661,Engineering,LATAM,3-5y,5,4,2,3,4,4,4,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0662,Product,EMEA,3-5y,4,3,3,3,5,3,2,4,I learn something new every week.,Tooling is fragmented.
R0663,People,EMEA,1-3y,3,5,4,2,4,3,5,4,Strong onboarding buddy program.,Career paths are unclear.
R0664,Finance,EMEA,<1y,4,5,4,4,4,3,2,3,I learn something new every week.,Not enough headcount for the roadmap.
R0665,People,LATAM,<1y,2,5,4,5,4,4,5,4,Flexible hours help a lot.,Compensation lags the market.
R0666,Operations,LATAM,1-3y,2,3,3,3,3,3,3,4,Interesting technical challenges.,Tooling is fragmented.
R0667,Product,NA,<1y,4,4,5,2,3,2,4,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0668,Sales,NA,<1y,3,3,3,4,2,3,4,3,Flexible hours help a lot.,Promotion process feels opaque.
R0669,Engineering,NA,3-5y,2,5,4,4,3,4,5,4,I learn something new every week.,Tooling is fragmented.
R0670,Marketing,NA,1-3y,2,4,2,4,4,4,3,5,"Good customers, meaningful work.",Promotion process feels opaque.
R0671,Finance,LATAM,3-5y,5,4,3,5,4,5,4,5,Interesting technical challenges.,Compensation lags the market.
R0672,Sales,EMEA,1-3y,2,3,3,2,3,4,2,2,I learn something new every week.,Compensation lags the market.
R0673,Finance,NA,1-3y,3,4,4,4,4,3,4,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0674,Sales,LATAM,5y+,4,5,4,4,3,3,5,4,Flexible hours help a lot.,Promotion process feels opaque.
R0675,Operations,NA,5y+,3,3,3,2,3,1,3,3,Leadership is transparent in town halls.,Compensation lags the market.
R0676,Customer Success,EMEA,5y+,3,5,5,3,5,4,4,4,Flexible hours help a lot.,Compensation lags the market.
R0677,Operations,APAC,<1y,3,4,4,2,3,3,4,3,Interesting technical challenges.,Tooling is fragmented.
R0678,People,LATAM,<1y,2,5,4,3,5,4,4,5,Flexible hours help a lot.,Career paths are unclear.
R0679,Product,LATAM,3-5y,3,3,4,3,4,4,4,2,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0680,Marketing,LATAM,3-5y,4,5,3,3,3,3,3,4,"Good customers, meaningful work.",Promotion process feels opaque.
R0681,Product,LATAM,5y+,3,3,4,4,3,4,5,5,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0682,Marketing,NA,<1y,2,4,4,4,2,4,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0683,Marketing,NA,3-5y,3,5,4,3,4,5,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0684,Engineering,LATAM,<1y,3,3,5,4,4,5,4,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0685,Finance,APAC,<1y,3,4,2,3,3,4,4,3,Managers actually listen.,"Too many meetings, not enough focus time."
R0686,Customer Success,NA,1-3y,3,4,4,4,4,2,3,5,I learn something new every week.,Compensation lags the market.
R0687,People,LATAM,<1y,4,4,5,4,4,3,5,3,Managers actually listen.,"Too many meetings, not enough focus time."
R0688,Product,LATAM,3-5y,4,4,2,3,5,3,4,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0689,Operations,EMEA,3-5y,3,3,2,3,4,3,2,4,I learn something new every week.,Tooling is fragmented.
R0690,Customer Success,APAC,5y+,3,4,4,4,5,4,4,3,"Good customers, meaningful work.",Tooling is fragmented.
R0691,Customer Success,EMEA,<1y,4,4,5,4,5,5,4,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0692,Engineering,LATAM,3-5y,4,3,4,5,5,3,4,3,Flexible hours help a lot.,Tooling is fragmented.
R0693,Customer Success,APAC,<1y,4,4,5,4,4,4,5,4,Managers actually listen.,Career paths are unclear.
R0694,Product,APAC,<1y,5,5,4,4,5,4,4,3,I learn something new every week.,Tooling is fragmented.
R0695,Sales,EMEA,3-5y,4,2,2,2,2,3,4,2,Strong onboarding buddy program.,Promotion process feels opaque.
R0696,Operations,NA,5y+,4,4,4,3,4,4,4,2,I learn something new every week.,Cross-team handoffs are slow.
R0697,People,LATAM,1-3y,3,5,4,3,4,5,4,3,Great teammates and a real mission.,Cross-team handoffs are slow.
R0698,Sales,EMEA,<1y,2,3,4,2,4,2,3,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0699,Customer Success,APAC,1-3y,5,3,3,4,2,1,4,3,Flexible hours help a lot.,Compensation lags the market.
R0700,Operations,LATAM,5y+,1,4,3,5,4,4,2,4,Great teammates and a real mission.,Career paths are unclear.
R0701,Product,APAC,3-5y,1,4,3,4,3,4,5,4,Interesting technical challenges.,Tooling is fragmented.
R0702,Engineering,APAC,3-5y,5,4,3,3,5,4,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R0703,Sales,EMEA,3-5y,4,2,4,3,3,2,4,3,I learn something new every week.,Tooling is fragmented.
R0704,Sales,NA,3-5y,2,4,4,3,2,4,2,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R0705,Sales,NA,<1y,4,4,3,4,5,4,2,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R0706,Customer Success,NA,3-5y,3,4,4,4,4,4,4,2,Managers actually listen.,Promotion process feels opaque.
R0707,Product,LATAM,5y+,3,4,2,3,3,3,4,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0708,People,LATAM,5y+,4,5,4,4,5,3,4,4,Interesting technical challenges.,Compensation lags the market.
R0709,Operations,LATAM,1-3y,1,3,5,3,5,2,4,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R0710,Customer Success,APAC,5y+,3,3,5,4,4,4,5,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0711,Finance,APAC,5y+,3,4,4,4,4,4,3,3,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0712,Sales,APAC,1-3y,5,2,3,4,4,3,3,2,"Good customers, meaningful work.",Promotion process feels opaque.
R0713,Finance,APAC,3-5y,3,2,4,4,3,4,3,2,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0714,Operations,NA,5y+,4,3,4,3,4,2,4,2,Flexible hours help a lot.,Cross-team handoffs are slow.
R0715,People,APAC,1-3y,4,4,4,5,4,3,2,5,I learn something new every week.,On-call load is heavy this quarter.
R0716,Operations,APAC,3-5y,2,4,4,3,4,3,3,2,Strong onboarding buddy program.,Compensation lags the market.
R0717,People,APAC,1-3y,3,3,5,4,3,5,5,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0718,Product,LATAM,1-3y,5,3,5,3,4,5,4,2,Strong onboarding buddy program.,Promotion process feels opaque.
R0719,Finance,APAC,3-5y,4,3,5,5,3,4,5,5,Managers actually listen.,"Too many meetings, not enough focus time."
R0720,People,EMEA,5y+,5,4,4,4,5,3,5,3,I learn something new every week.,Tooling is fragmented.
R0721,Finance,EMEA,1-3y,4,2,5,2,5,3,4,2,Great teammates and a real mission.,Career paths are unclear.
